"","gene_name","gene_id","typeofgene","type_from_gtf","mt"
"341","1700031M16Rik","ENSMUSG00000099353","transcribed_unitary_pseudogene","transcribed_unitary_pseudogene",FALSE
"342","1700031P21Rik","ENSMUSG00000100315","lncRNA","lncRNA",FALSE
"343","1700034B16Rik","ENSMUSG00000097302","lncRNA","lncRNA",FALSE
"344","1700034E13Rik","ENSMUSG00000024532","protein_coding","protein_coding",FALSE
"345","1700034G24Rik","ENSMUSG00000097962","lncRNA","lncRNA",FALSE
"346","1700034H15Rik","ENSMUSG00000055833","lncRNA","lncRNA",FALSE
"347","1700034I23Rik","ENSMUSG00000074619","protein_coding","protein_coding",FALSE
"348","1700034J04Rik","ENSMUSG00000103287","TEC","TEC",FALSE
"349","1700034J05Rik","ENSMUSG00000040163","protein_coding","protein_coding",FALSE
"350","1700034K08Rik","ENSMUSG00000100294","lncRNA","lncRNA",FALSE
"351","1700034P13Rik","ENSMUSG00000097893","lncRNA","lncRNA",FALSE
"352","1700036A12Rik","ENSMUSG00000095956","lncRNA","lncRNA",FALSE
"353","1700036G14Rik","ENSMUSG00000099995","lncRNA","lncRNA",FALSE
"354","1700036O09Rik","ENSMUSG00000086185","lncRNA","lncRNA",FALSE
"355","1700037C06Rik","ENSMUSG00000085542","lncRNA","lncRNA",FALSE
"356","1700037C18Rik","ENSMUSG00000005983","protein_coding","protein_coding",FALSE
"357","1700037F03Rik","ENSMUSG00000114125","lncRNA","lncRNA",FALSE
"358","1700037H04Rik","ENSMUSG00000027327","protein_coding","protein_coding",FALSE
"359","1700039E22Rik","ENSMUSG00000092369","lncRNA","lncRNA",FALSE
"360","1700039I01Rik","ENSMUSG00000102536","TEC","TEC",FALSE
"361","1700039M10Rik","ENSMUSG00000097933","lncRNA","lncRNA",FALSE
"362","1700039M15Rik","ENSMUSG00000104086","lncRNA","lncRNA",FALSE
"363","1700040D17Rik","ENSMUSG00000097515","lncRNA","lncRNA",FALSE
"364","1700040E09Rik","ENSMUSG00000113997","lncRNA","lncRNA",FALSE
"365","1700040F15Rik","ENSMUSG00000100667","protein_coding","protein_coding",FALSE
"366","1700040F17Rik","ENSMUSG00000101568","lncRNA","lncRNA",FALSE
"367","1700040K01Rik","ENSMUSG00000103840","TEC","TEC",FALSE
"368","1700040L08Rik","ENSMUSG00000107406","lncRNA","lncRNA",FALSE
"369","1700041B01Rik","ENSMUSG00000116260","lncRNA","lncRNA",FALSE
"370","1700041C23Rik","ENSMUSG00000100282","lncRNA","lncRNA",FALSE
"371","1700041G16Rik","ENSMUSG00000054822","lncRNA","lncRNA",FALSE
"372","1700041I07Rik","ENSMUSG00000104845","lncRNA","lncRNA",FALSE
"373","1700041M05Rik","ENSMUSG00000087010","lncRNA","lncRNA",FALSE
"374","1700041M19Rik","ENSMUSG00000100857","lncRNA","lncRNA",FALSE
"375","1700042D02Rik","ENSMUSG00000105991","lncRNA","lncRNA",FALSE
"376","1700042G07Rik","ENSMUSG00000078593","protein_coding","protein_coding",FALSE
"377","1700042G15Rik","ENSMUSG00000087044","lncRNA","lncRNA",FALSE
"378","1700042O05Rik","ENSMUSG00000112878","lncRNA","lncRNA",FALSE
"379","1700042O10Rik","ENSMUSG00000086391","lncRNA","lncRNA",FALSE
"380","1700044C05Rik","ENSMUSG00000099911","lncRNA","lncRNA",FALSE
"381","1700044K03Rik","ENSMUSG00000100297","lncRNA","lncRNA",FALSE
"382","1700045H11Rik","ENSMUSG00000078492","lncRNA","lncRNA",FALSE
"383","1700045I11Rik","ENSMUSG00000104526","TEC","TEC",FALSE
"384","1700046C09Rik","ENSMUSG00000085561","lncRNA","lncRNA",FALSE
"385","1700047A11Rik","ENSMUSG00000085437","lncRNA","lncRNA",FALSE
"386","1700047E10Rik","ENSMUSG00000115294","lncRNA","lncRNA",FALSE
"387","1700047F07Rik","ENSMUSG00000085549","lncRNA","lncRNA",FALSE
"388","1700047G03Rik","ENSMUSG00000099349","lncRNA","lncRNA",FALSE
"389","1700047G07Rik","ENSMUSG00000110717","lncRNA","lncRNA",FALSE
"390","1700047K16Rik","ENSMUSG00000087347","lncRNA","lncRNA",FALSE
"391","1700047L14Rik","ENSMUSG00000101762","lncRNA","lncRNA",FALSE
"392","1700047M11Rik","ENSMUSG00000100147","lncRNA","lncRNA",FALSE
"393","1700047N06Rik","ENSMUSG00000102356","TEC","TEC",FALSE
"394","1700047O18Rik","ENSMUSG00000109594","TEC","TEC",FALSE
"395","1700048F04Rik","ENSMUSG00000105274","lncRNA","lncRNA",FALSE
"396","1700048M11Rik","ENSMUSG00000085637","lncRNA","lncRNA",FALSE
"397","1700048O14Rik","ENSMUSG00000118016","lncRNA","lncRNA",FALSE
"398","1700048O20Rik","ENSMUSG00000043773","lncRNA","lncRNA",FALSE
"399","1700048P04Rik","ENSMUSG00000112333","lncRNA","lncRNA",FALSE
"400","1700049E15Rik","ENSMUSG00000085077","lncRNA","lncRNA",FALSE
"401","1700049E17Rik1","ENSMUSG00000079271","protein_coding","protein_coding",FALSE
"402","1700049E17Rik2","ENSMUSG00000090440","protein_coding","protein_coding",FALSE
"403","1700049E22Rik","ENSMUSG00000101553","lncRNA","lncRNA",FALSE
"404","1700049L16Rik","ENSMUSG00000043859","processed_pseudogene","processed_pseudogene",FALSE
"405","1700051A21Rik","ENSMUSG00000086951","lncRNA","lncRNA",FALSE
"406","1700051K13Rik","ENSMUSG00000108263","TEC","TEC",FALSE
"407","1700051O22Rik","ENSMUSG00000103341","TEC","TEC",FALSE
"408","1700052H01Rik","ENSMUSG00000105297","lncRNA","lncRNA",FALSE
"409","1700052I22Rik","ENSMUSG00000101912","lncRNA","lncRNA",FALSE
"410","1700052K11Rik","ENSMUSG00000099681","lncRNA","lncRNA",FALSE
"411","1700054A03Rik","ENSMUSG00000099988","lncRNA","lncRNA",FALSE
"412","1700054K02Rik","ENSMUSG00000097001","lncRNA","lncRNA",FALSE
"413","1700054K19Rik","ENSMUSG00000100219","lncRNA","lncRNA",FALSE
"414","1700054M17Rik","ENSMUSG00000085889","lncRNA","lncRNA",FALSE
"415","1700054O05Rik","ENSMUSG00000111753","lncRNA","lncRNA",FALSE
"416","1700054O19Rik","ENSMUSG00000104183","TEC","TEC",FALSE
"417","1700055C04Rik","ENSMUSG00000093616","lncRNA","lncRNA",FALSE
"418","1700055D18Rik","ENSMUSG00000070997","lncRNA","lncRNA",FALSE
"419","1700056E22Rik","ENSMUSG00000044854","protein_coding","protein_coding",FALSE
"420","1700056N10Rik","ENSMUSG00000084792","lncRNA","lncRNA",FALSE
"421","1700057G04Rik","ENSMUSG00000074139","protein_coding","protein_coding",FALSE
"422","1700057H15Rik","ENSMUSG00000084757","lncRNA","lncRNA",FALSE
"423","1700057H21Rik","ENSMUSG00000086007","lncRNA","lncRNA",FALSE
"424","1700058P15Rik","ENSMUSG00000089636","lncRNA","lncRNA",FALSE
"425","1700060C16Rik","ENSMUSG00000086887","lncRNA","lncRNA",FALSE
"426","1700060C20Rik","ENSMUSG00000078957","lncRNA","lncRNA",FALSE
"427","1700060J05Rik","ENSMUSG00000084970","lncRNA","lncRNA",FALSE
"428","1700060O08Rik","ENSMUSG00000099407","lncRNA","lncRNA",FALSE
"429","1700061A03Rik","ENSMUSG00000117966","TEC","TEC",FALSE
"430","1700061E17Rik","ENSMUSG00000102060","lncRNA","lncRNA",FALSE
"431","1700061E18Rik","ENSMUSG00000085759","lncRNA","lncRNA",FALSE
"432","1700061F12Rik","ENSMUSG00000085580","lncRNA","lncRNA",FALSE
"433","1700061H18Rik","ENSMUSG00000084948","lncRNA","lncRNA",FALSE
"434","1700061I17Rik","ENSMUSG00000028009","lncRNA","lncRNA",FALSE
"435","1700061J23Rik","ENSMUSG00000086366","lncRNA","lncRNA",FALSE
"436","1700061N14Rik","ENSMUSG00000110464","lncRNA","lncRNA",FALSE
"437","1700062C10Rik","ENSMUSG00000114390","lncRNA","lncRNA",FALSE
"438","1700063A18Rik","ENSMUSG00000100062","lncRNA","lncRNA",FALSE
"439","1700063D05Rik","ENSMUSG00000100837","lncRNA","lncRNA",FALSE
"440","1700063H04Rik","ENSMUSG00000040657","lncRNA","lncRNA",FALSE
"441","1700063H06Rik","ENSMUSG00000099266","lncRNA","lncRNA",FALSE
"442","1700063I16Rik","ENSMUSG00000103463","TEC","TEC",FALSE
"443","1700063J08Rik","ENSMUSG00000117080","lncRNA","lncRNA",FALSE
"444","1700063K16Rik","ENSMUSG00000102036","transcribed_processed_pseudogene","transcribed_processed_pseudogene",FALSE
"445","1700063O14Rik","ENSMUSG00000101978","lncRNA","lncRNA",FALSE
"446","1700064H15Rik","ENSMUSG00000082766","protein_coding","protein_coding",FALSE
"447","1700064J06Rik","ENSMUSG00000100681","lncRNA","lncRNA",FALSE
"448","1700064M15Rik","ENSMUSG00000100211","lncRNA","lncRNA",FALSE
"449","1700065D16Rik","ENSMUSG00000096655","lncRNA","lncRNA",FALSE
"450","1700065I16Rik","ENSMUSG00000099435","transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene",FALSE
"451","1700065J11Rik","ENSMUSG00000107341","lncRNA","lncRNA",FALSE
"452","1700065J18Rik","ENSMUSG00000100872","lncRNA","lncRNA",FALSE
"453","1700065L07Rik","ENSMUSG00000107408","lncRNA","lncRNA",FALSE
"454","1700065O20Rik","ENSMUSG00000100134","lncRNA","lncRNA",FALSE
"455","1700066B17Rik","ENSMUSG00000101634","lncRNA","lncRNA",FALSE
"456","1700066B19Rik","ENSMUSG00000073598","protein_coding","protein_coding",FALSE
"457","1700066C05Rik","ENSMUSG00000101810","lncRNA","lncRNA",FALSE
"458","1700066J03Rik","ENSMUSG00000097717","lncRNA","lncRNA",FALSE
"459","1700066M21Rik","ENSMUSG00000038323","protein_coding","protein_coding",FALSE
"460","1700066N21Rik","ENSMUSG00000099605","lncRNA","lncRNA",FALSE
"461","1700066O22Rik","ENSMUSG00000085800","lncRNA","lncRNA",FALSE
"462","1700067G17Rik","ENSMUSG00000099378","lncRNA","lncRNA",FALSE
"463","1700067K01Rik","ENSMUSG00000046408","protein_coding","protein_coding",FALSE
"464","1700067P10Rik","ENSMUSG00000021545","protein_coding","protein_coding",FALSE
"465","1700069B07Rik","ENSMUSG00000053081","lncRNA","lncRNA",FALSE
"466","1700069L16Rik","ENSMUSG00000042184","protein_coding","protein_coding",FALSE
"467","1700069P05Rik","ENSMUSG00000107637","lncRNA","lncRNA",FALSE
"468","1700071G01Rik","ENSMUSG00000086376","lncRNA","lncRNA",FALSE
"469","1700071K01Rik","ENSMUSG00000080980","processed_pseudogene","processed_pseudogene",FALSE
"470","1700071M16Rik","ENSMUSG00000090307","lncRNA","lncRNA",FALSE
"471","1700072B07Rik","ENSMUSG00000100487","lncRNA","lncRNA",FALSE
"472","1700072G22Rik","ENSMUSG00000101702","lncRNA","lncRNA",FALSE
"473","1700072O05Rik","ENSMUSG00000107744","lncRNA","lncRNA",FALSE
"474","1700073E17Rik","ENSMUSG00000087204","transcribed_processed_pseudogene","transcribed_processed_pseudogene",FALSE
"475","1700074A21Rik","ENSMUSG00000102231","TEC","TEC",FALSE
"476","1700074H08Rik","ENSMUSG00000099872","lncRNA","lncRNA",FALSE
"477","1700074P13Rik","ENSMUSG00000029883","protein_coding","protein_coding",FALSE
"478","1700080C20Rik","ENSMUSG00000117741","lncRNA","lncRNA",FALSE
"479","1700080N15Rik","ENSMUSG00000084859","lncRNA","lncRNA",FALSE
"480","1700081B01Rik","ENSMUSG00000105673","lncRNA","lncRNA",FALSE
"481","1700081H04Rik","ENSMUSG00000100573","lncRNA","lncRNA",FALSE
"482","1700081N11Rik","ENSMUSG00000113209","lncRNA","lncRNA",FALSE
"483","1700082M22Rik","ENSMUSG00000023737","lncRNA","lncRNA",FALSE
"484","1700083H02Rik","ENSMUSG00000100668","lncRNA","lncRNA",FALSE
"485","1700084C06Rik","ENSMUSG00000086016","lncRNA","lncRNA",FALSE
"486","1700084D21Rik","ENSMUSG00000114333","lncRNA","lncRNA",FALSE
"487","1700084E18Rik","ENSMUSG00000100747","lncRNA","lncRNA",FALSE
"488","1700084F23Rik","ENSMUSG00000099639","lncRNA","lncRNA",FALSE
"489","1700084J12Rik","ENSMUSG00000058101","transcribed_processed_pseudogene","transcribed_processed_pseudogene",FALSE
"490","1700084M14Rik","ENSMUSG00000057805","protein_coding","protein_coding",FALSE
"491","1700085C21Rik","ENSMUSG00000100890","lncRNA","lncRNA",FALSE
"492","1700085D07Rik","ENSMUSG00000115693","lncRNA","lncRNA",FALSE
"493","1700086D15Rik","ENSMUSG00000020548","protein_coding","protein_coding",FALSE
"494","1700086L19Rik","ENSMUSG00000071265","transcribed_unitary_pseudogene","transcribed_unitary_pseudogene",FALSE
"495","1700086O06Rik","ENSMUSG00000097080","lncRNA","lncRNA",FALSE
"496","1700086P04Rik","ENSMUSG00000085085","lncRNA","lncRNA",FALSE
"497","1700087I21Rik","ENSMUSG00000115099","lncRNA","lncRNA",FALSE
"498","1700087M22Rik","ENSMUSG00000115723","lncRNA","lncRNA",FALSE
"499","1700088E04Rik","ENSMUSG00000033029","protein_coding","protein_coding",FALSE
"500","1700091H14Rik","ENSMUSG00000090462","transcribed_processed_pseudogene","transcribed_processed_pseudogene",FALSE
"501","1700092C02Rik","ENSMUSG00000086781","lncRNA","lncRNA",FALSE
"502","1700092C10Rik","ENSMUSG00000092499","lncRNA","lncRNA",FALSE
"503","1700092C17Rik","ENSMUSG00000085353","lncRNA","lncRNA",FALSE
"504","1700092E16Rik","ENSMUSG00000111487","TEC","TEC",FALSE
"505","1700092E19Rik","ENSMUSG00000084811","lncRNA","lncRNA",FALSE
"506","1700092K14Rik","ENSMUSG00000078600","lncRNA","lncRNA",FALSE
"507","1700092M07Rik","ENSMUSG00000090840","protein_coding","protein_coding",FALSE
"508","1700093J21Rik","ENSMUSG00000117289","lncRNA","lncRNA",FALSE
"509","1700093K21Rik","ENSMUSG00000020286","protein_coding","protein_coding",FALSE
"510","1700094D03Rik","ENSMUSG00000118506","protein_coding","protein_coding",FALSE
"511","1700094J05Rik","ENSMUSG00000101695","lncRNA","lncRNA",FALSE
"512","1700094M23Rik","ENSMUSG00000105337","lncRNA","lncRNA",FALSE
"513","1700094M24Rik","ENSMUSG00000107895","lncRNA","lncRNA",FALSE
"514","1700095A13Rik","ENSMUSG00000100430","lncRNA","lncRNA",FALSE
"515","1700095A21Rik","ENSMUSG00000086046","lncRNA","lncRNA",FALSE
"516","1700095B10Rik","ENSMUSG00000098230","lncRNA","lncRNA",FALSE
"517","1700095J03Rik","ENSMUSG00000085407","lncRNA","lncRNA",FALSE
"518","1700095J07Rik","ENSMUSG00000084861","lncRNA","lncRNA",FALSE
"519","1700095J12Rik","ENSMUSG00000084804","lncRNA","lncRNA",FALSE
"520","1700095K22Rik","ENSMUSG00000108505","lncRNA","lncRNA",FALSE
"521","1700096J18Rik","ENSMUSG00000099630","lncRNA","lncRNA",FALSE
"522","1700096K18Rik","ENSMUSG00000101856","lncRNA","lncRNA",FALSE
"523","1700097M23Rik","ENSMUSG00000108194","TEC","TEC",FALSE
"524","1700097N02Rik","ENSMUSG00000099474","lncRNA","lncRNA",FALSE
"525","1700099I09Rik","ENSMUSG00000091906","lncRNA","lncRNA",FALSE
"526","1700100I10Rik","ENSMUSG00000115372","lncRNA","lncRNA",FALSE
"527","1700100L14Rik","ENSMUSG00000101051","lncRNA","lncRNA",FALSE
"528","1700101I11Rik","ENSMUSG00000097675","lncRNA","lncRNA",FALSE
"529","1700101I19Rik","ENSMUSG00000045815","lncRNA","lncRNA",FALSE
"530","1700101O22Rik","ENSMUSG00000102096","lncRNA","lncRNA",FALSE
"531","1700102F20Rik","ENSMUSG00000108229","TEC","TEC",FALSE
"532","1700102H20Rik","ENSMUSG00000116852","lncRNA","lncRNA",FALSE
"533","1700102P08Rik","ENSMUSG00000032611","protein_coding","protein_coding",FALSE
"534","1700104B16Rik","ENSMUSG00000049476","lncRNA","lncRNA",FALSE
"535","1700104L18Rik","ENSMUSG00000112821","lncRNA","lncRNA",FALSE
"536","1700105G05Rik","ENSMUSG00000113747","lncRNA","lncRNA",FALSE
"537","1700105P06Rik","ENSMUSG00000099923","lncRNA","lncRNA",FALSE
"538","1700106O07Rik","ENSMUSG00000117394","lncRNA","lncRNA",FALSE
"539","1700108F19Rik","ENSMUSG00000101009","lncRNA","lncRNA",FALSE
"540","1700108J01Rik","ENSMUSG00000100585","lncRNA","lncRNA",FALSE
"541","1700108N06Rik","ENSMUSG00000106034","lncRNA","lncRNA",FALSE
"542","1700108N11Rik","ENSMUSG00000084837","lncRNA","lncRNA",FALSE
"543","1700109G14Rik","ENSMUSG00000101505","lncRNA","lncRNA",FALSE
"544","1700109G15Rik","ENSMUSG00000085044","lncRNA","lncRNA",FALSE
"545","1700109H08Rik","ENSMUSG00000008307","protein_coding","protein_coding",FALSE
"546","1700109I08Rik","ENSMUSG00000101261","lncRNA","lncRNA",FALSE
"547","1700109K24Rik","ENSMUSG00000097267","lncRNA","lncRNA",FALSE
"548","1700110C19Rik","ENSMUSG00000099384","lncRNA","lncRNA",FALSE
"549","1700110I01Rik","ENSMUSG00000079407","lncRNA","lncRNA",FALSE
"550","1700110I07Rik","ENSMUSG00000108490","lncRNA","lncRNA",FALSE
"551","1700110K17Rik","ENSMUSG00000087047","lncRNA","lncRNA",FALSE
"552","1700111E14Rik","ENSMUSG00000029837","lncRNA","lncRNA",FALSE
"553","1700111N16Rik","ENSMUSG00000100511","lncRNA","lncRNA",FALSE
"554","1700112D23Rik","ENSMUSG00000091329","lncRNA","lncRNA",FALSE
"555","1700112H15Rik","ENSMUSG00000101574","lncRNA","lncRNA",FALSE
"556","1700112J05Rik","ENSMUSG00000086632","lncRNA","lncRNA",FALSE
"557","1700112J16Rik","ENSMUSG00000097527","lncRNA","lncRNA",FALSE
"558","1700112K13Rik","ENSMUSG00000087510","lncRNA","lncRNA",FALSE
"559","1700112L15Rik","ENSMUSG00000110577","TEC","TEC",FALSE
"560","1700112M02Rik","ENSMUSG00000113358","lncRNA","lncRNA",FALSE
"561","1700113A16Rik","ENSMUSG00000096935","lncRNA","lncRNA",FALSE
"562","1700113B09Rik","ENSMUSG00000112028","lncRNA","lncRNA",FALSE
"563","1700113B19Rik","ENSMUSG00000102822","TEC","TEC",FALSE
"564","1700113H08Rik","ENSMUSG00000047129","protein_coding","protein_coding",FALSE
"565","1700116B05Rik","ENSMUSG00000092276","lncRNA","lncRNA",FALSE
"566","1700116H05Rik","ENSMUSG00000117497","lncRNA","lncRNA",FALSE
"567","1700119H24Rik","ENSMUSG00000100593","lncRNA","lncRNA",FALSE
"568","1700119I11Rik","ENSMUSG00000082488","lncRNA","lncRNA",FALSE
"569","1700120B22Rik","ENSMUSG00000045391","lncRNA","lncRNA",FALSE
"570","1700120C14Rik","ENSMUSG00000100599","lncRNA","lncRNA",FALSE
"571","1700120C18Rik","ENSMUSG00000098086","lncRNA","lncRNA",FALSE
"572","1700120E14Rik","ENSMUSG00000086333","lncRNA","lncRNA",FALSE
"573","1700120G07Rik","ENSMUSG00000100717","lncRNA","lncRNA",FALSE
"574","1700120G11Rik","ENSMUSG00000086068","lncRNA","lncRNA",FALSE
"575","1700120K04Rik","ENSMUSG00000099579","lncRNA","lncRNA",FALSE
"576","1700120O09Rik","ENSMUSG00000093386","lncRNA","lncRNA",FALSE
"577","1700121C08Rik","ENSMUSG00000086275","lncRNA","lncRNA",FALSE
"578","1700121L03Rik","ENSMUSG00000099574","lncRNA","lncRNA",FALSE
"579","1700121L16Rik","ENSMUSG00000100364","lncRNA","lncRNA",FALSE
"580","1700121N20Rik","ENSMUSG00000092066","lncRNA","lncRNA",FALSE
"581","1700122C19Rik","ENSMUSG00000117800","lncRNA","lncRNA",FALSE
"582","1700122D07Rik","ENSMUSG00000101409","lncRNA","lncRNA",FALSE
"583","1700122E12Rik","ENSMUSG00000087685","lncRNA","lncRNA",FALSE
"584","1700122H20Rik","ENSMUSG00000099735","lncRNA","lncRNA",FALSE
"585","1700122O11Rik","ENSMUSG00000094928","protein_coding","protein_coding",FALSE
"586","1700123J17Rik","ENSMUSG00000108676","lncRNA","lncRNA",FALSE
"587","1700123K08Rik","ENSMUSG00000029526","protein_coding","protein_coding",FALSE
"588","1700123L14Rik","ENSMUSG00000072878","protein_coding","protein_coding",FALSE
"589","1700123M08Rik","ENSMUSG00000085614","lncRNA","lncRNA",FALSE
"590","1700123O12Rik","ENSMUSG00000086080","lncRNA","lncRNA",FALSE
"591","1700123O20Rik","ENSMUSG00000040822","protein_coding","protein_coding",FALSE
"592","1700123O21Rik","ENSMUSG00000101481","lncRNA","lncRNA",FALSE
"593","1700124L16Rik","ENSMUSG00000099354","lncRNA","lncRNA",FALSE
"594","1700124M09Rik","ENSMUSG00000110938","lncRNA","lncRNA",FALSE
"595","1700125G02Rik","ENSMUSG00000085263","lncRNA","lncRNA",FALSE
"596","1700125G22Rik","ENSMUSG00000097584","lncRNA","lncRNA",FALSE
"597","1700125H03Rik","ENSMUSG00000085197","lncRNA","lncRNA",FALSE
"598","1700125H20Rik","ENSMUSG00000018479","protein_coding","protein_coding",FALSE
"599","1700126A01Rik","ENSMUSG00000099945","lncRNA","lncRNA",FALSE
"600","1700126G02Rik","ENSMUSG00000107802","lncRNA","lncRNA",FALSE
"601","1700126H18Rik","ENSMUSG00000107014","lncRNA","lncRNA",FALSE
"602","1700127F24Rik","ENSMUSG00000113830","lncRNA","lncRNA",FALSE
"603","1700128A07Rik","ENSMUSG00000099794","lncRNA","lncRNA",FALSE
"604","1700128E19Rik","ENSMUSG00000031510","lncRNA","lncRNA",FALSE
"605","1700128F08Rik","ENSMUSG00000031998","transcribed_processed_pseudogene","transcribed_processed_pseudogene",FALSE
"606","1700128I11Rik","ENSMUSG00000114991","lncRNA","lncRNA",FALSE
"607","1700129C05Rik","ENSMUSG00000021977","protein_coding","protein_coding",FALSE
"608","1700129L04Rik","ENSMUSG00000100603","lncRNA","lncRNA",FALSE
"609","1810006J02Rik","ENSMUSG00000100182","lncRNA","lncRNA",FALSE
"610","1810007C17Rik","ENSMUSG00000100844","lncRNA","lncRNA",FALSE
"611","1810007D17Rik","ENSMUSG00000100001","lncRNA","lncRNA",FALSE
"612","1810008B01Rik","ENSMUSG00000089745","lncRNA","lncRNA",FALSE
"613","1810008I18Rik","ENSMUSG00000100094","lncRNA","lncRNA",FALSE
"614","1810009A15Rik","ENSMUSG00000071653","protein_coding","protein_coding",FALSE
"615","1810009J06Rik","ENSMUSG00000094808","protein_coding","protein_coding",FALSE
"616","1810010H24Rik","ENSMUSG00000078607","protein_coding","protein_coding",FALSE
"617","1810010K12Rik","ENSMUSG00000056329","lncRNA","lncRNA",FALSE
"618","1810012K08Rik","ENSMUSG00000087595","lncRNA","lncRNA",FALSE
"619","1810012K16Rik","ENSMUSG00000099825","lncRNA","lncRNA",FALSE
"620","1810013D15Rik","ENSMUSG00000028177","lncRNA","lncRNA",FALSE
"621","1810013L24Rik","ENSMUSG00000022507","protein_coding","protein_coding",FALSE
"622","1810014B01Rik","ENSMUSG00000097412","transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene",FALSE
"623","1810014P07Rik","ENSMUSG00000117434","lncRNA","lncRNA",FALSE
"624","1810017P11Rik","ENSMUSG00000106838","TEC","TEC",FALSE
"625","1810018F18Rik","ENSMUSG00000101088","transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene",FALSE
"626","1810019D21Rik","ENSMUSG00000086390","lncRNA","lncRNA",FALSE
"627","1810019N24Rik","ENSMUSG00000097115","lncRNA","lncRNA",FALSE
"628","1810020O05Rik","ENSMUSG00000089997","protein_coding","protein_coding",FALSE
"629","1810021B22Rik","ENSMUSG00000087331","lncRNA","lncRNA",FALSE
"630","1810024B03Rik","ENSMUSG00000044145","protein_coding","protein_coding",FALSE
"631","1810028F09Rik","ENSMUSG00000114985","lncRNA","lncRNA",FALSE
