"","gene_name","gene_id","typeofgene","type_from_gtf","mt"
"17996","Gm23858","ENSMUSG00000089009","snRNA","snRNA",FALSE
"17997","Gm23859","ENSMUSG00000089008","snRNA","snRNA",FALSE
"17998","Gm23860","ENSMUSG00000094771","snoRNA","snoRNA",FALSE
"17999","Gm2387","ENSMUSG00000115457","processed_pseudogene","processed_pseudogene",FALSE
"18000","Gm23877","ENSMUSG00000089007","snoRNA","snoRNA",FALSE
"18001","Gm23879","ENSMUSG00000080524","snRNA","snRNA",FALSE
"18002","Gm23887","ENSMUSG00000084632","snRNA","snRNA",FALSE
"18003","Gm23889","ENSMUSG00000084638","snRNA","snRNA",FALSE
"18004","Gm2389","ENSMUSG00000089976","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"18005","Gm23891","ENSMUSG00000088739","snoRNA","snoRNA",FALSE
"18006","Gm23892","ENSMUSG00000088730","snoRNA","snoRNA",FALSE
"18007","Gm23895","ENSMUSG00000088733","snRNA","snRNA",FALSE
"18008","Gm23896","ENSMUSG00000088734","snoRNA","snoRNA",FALSE
"18009","Gm23897","ENSMUSG00000088735","snoRNA","snoRNA",FALSE
"18010","Gm2390","ENSMUSG00000118152","processed_pseudogene","processed_pseudogene",FALSE
"18011","Gm23901","ENSMUSG00000088195","snRNA","snRNA",FALSE
"18012","Gm23902","ENSMUSG00000088196","snoRNA","snoRNA",FALSE
"18013","Gm23903","ENSMUSG00000088191","snoRNA","snoRNA",FALSE
"18014","Gm23904","ENSMUSG00000088192","snoRNA","snoRNA",FALSE
"18015","Gm23906","ENSMUSG00000088198","snoRNA","snoRNA",FALSE
"18016","Gm23907","ENSMUSG00000077783","snRNA","snRNA",FALSE
"18017","Gm23908","ENSMUSG00000077787","snoRNA","snoRNA",FALSE
"18018","Gm23909","ENSMUSG00000077786","snoRNA","snoRNA",FALSE
"18019","Gm23911","ENSMUSG00000077784","snoRNA","snoRNA",FALSE
"18020","Gm23916","ENSMUSG00000089109","ribozyme","ribozyme",FALSE
"18021","Gm23921","ENSMUSG00000092999","misc_RNA","misc_RNA",FALSE
"18022","Gm23924","ENSMUSG00000064408","snRNA","snRNA",FALSE
"18023","Gm23925","ENSMUSG00000100992","lncRNA","lncRNA",FALSE
"18024","Gm23926","ENSMUSG00000064407","snRNA","snRNA",FALSE
"18025","Gm23928","ENSMUSG00000064403","snRNA","snRNA",FALSE
"18026","Gm23939","ENSMUSG00000064814","snoRNA","snoRNA",FALSE
"18027","Gm23940","ENSMUSG00000075908","snRNA","snRNA",FALSE
"18028","Gm23941","ENSMUSG00000075903","snRNA","snRNA",FALSE
"18029","Gm23946","ENSMUSG00000077611","snoRNA","snoRNA",FALSE
"18030","Gm23949","ENSMUSG00000077215","snoRNA","snoRNA",FALSE
"18031","Gm2395","ENSMUSG00000111904","processed_pseudogene","processed_pseudogene",FALSE
"18032","Gm23950","ENSMUSG00000077214","snoRNA","snoRNA",FALSE
"18033","Gm23951","ENSMUSG00000077217","snoRNA","snoRNA",FALSE
"18034","Gm23955","ENSMUSG00000087839","snRNA","snRNA",FALSE
"18035","Gm23958","ENSMUSG00000087832","snRNA","snRNA",FALSE
"18036","Gm2396","ENSMUSG00000099930","lncRNA","lncRNA",FALSE
"18037","Gm23960","ENSMUSG00000087831","snoRNA","snoRNA",FALSE
"18038","Gm23965","ENSMUSG00000088594","snoRNA","snoRNA",FALSE
"18039","Gm23969","ENSMUSG00000065258","snoRNA","snoRNA",FALSE
"18040","Gm23972","ENSMUSG00000065256","snRNA","snRNA",FALSE
"18041","Gm23974","ENSMUSG00000065255","snoRNA","snoRNA",FALSE
"18042","Gm23975","ENSMUSG00000064619","snRNA","snRNA",FALSE
"18043","Gm23979","ENSMUSG00000077259","snoRNA","snoRNA",FALSE
"18044","Gm2398","ENSMUSG00000112584","processed_pseudogene","processed_pseudogene",FALSE
"18045","Gm23980","ENSMUSG00000087760","snRNA","snRNA",FALSE
"18046","Gm23981","ENSMUSG00000087761","snRNA","snRNA",FALSE
"18047","Gm23984","ENSMUSG00000087764","ribozyme","ribozyme",FALSE
"18048","Gm23985","ENSMUSG00000087765","snoRNA","snoRNA",FALSE
"18049","Gm23986","ENSMUSG00000087769","snRNA","snRNA",FALSE
"18050","Gm23987","ENSMUSG00000080689","snoRNA","snoRNA",FALSE
"18051","Gm2399","ENSMUSG00000078141","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"18052","Gm23991","ENSMUSG00000080683","snoRNA","snoRNA",FALSE
"18053","Gm23993","ENSMUSG00000088103","snoRNA","snoRNA",FALSE
"18054","Gm23994","ENSMUSG00000088684","snoRNA","snoRNA",FALSE
"18055","Gm23995","ENSMUSG00000088685","snoRNA","snoRNA",FALSE
"18056","Gm23996","ENSMUSG00000088687","snoRNA","snoRNA",FALSE
"18057","Gm24000","ENSMUSG00000088688","snoRNA","snoRNA",FALSE
"18058","Gm24002","ENSMUSG00000089081","snRNA","snRNA",FALSE
"18059","Gm24003","ENSMUSG00000089080","snRNA","snRNA",FALSE
"18060","Gm24004","ENSMUSG00000089085","snRNA","snRNA",FALSE
"18061","Gm24006","ENSMUSG00000089087","snoRNA","snoRNA",FALSE
"18062","Gm24008","ENSMUSG00000088358","snoRNA","snoRNA",FALSE
"18063","Gm24013","ENSMUSG00000088352","snoRNA","snoRNA",FALSE
"18064","Gm24016","ENSMUSG00000088351","snoRNA","snoRNA",FALSE
"18065","Gm24029","ENSMUSG00000065862","snoRNA","snoRNA",FALSE
"18066","Gm24030","ENSMUSG00000065865","snRNA","snRNA",FALSE
"18067","Gm24031","ENSMUSG00000065864","snoRNA","snoRNA",FALSE
"18068","Gm24032","ENSMUSG00000065866","snRNA","snRNA",FALSE
"18069","Gm24036","ENSMUSG00000064802","snRNA","snRNA",FALSE
"18070","Gm24037","ENSMUSG00000064805","snRNA","snRNA",FALSE
"18071","Gm24038","ENSMUSG00000064806","snRNA","snRNA",FALSE
"18072","Gm2404","ENSMUSG00000104893","processed_pseudogene","processed_pseudogene",FALSE
"18073","Gm24041","ENSMUSG00000065049","snRNA","snRNA",FALSE
"18074","Gm24042","ENSMUSG00000065048","snRNA","snRNA",FALSE
"18075","Gm24043","ENSMUSG00000065042","snRNA","snRNA",FALSE
"18076","Gm24044","ENSMUSG00000065041","snoRNA","snoRNA",FALSE
"18077","Gm24045","ENSMUSG00000065047","misc_RNA","misc_RNA",FALSE
"18078","Gm24046","ENSMUSG00000065045","snRNA","snRNA",FALSE
"18079","Gm24056","ENSMUSG00000089242","snRNA","snRNA",FALSE
"18080","Gm24061","ENSMUSG00000088114","snoRNA","snoRNA",FALSE
"18081","Gm24064","ENSMUSG00000088111","snoRNA","snoRNA",FALSE
"18082","Gm24066","ENSMUSG00000077703","snoRNA","snoRNA",FALSE
"18083","Gm24067","ENSMUSG00000077702","snoRNA","snoRNA",FALSE
"18084","Gm24068","ENSMUSG00000077701","snoRNA","snoRNA",FALSE
"18085","Gm24069","ENSMUSG00000077700","snoRNA","snoRNA",FALSE
"18086","Gm24070","ENSMUSG00000077707","snoRNA","snoRNA",FALSE
"18087","Gm24071","ENSMUSG00000077708","snoRNA","snoRNA",FALSE
"18088","Gm24075","ENSMUSG00000088800","snoRNA","snoRNA",FALSE
"18089","Gm24086","ENSMUSG00000092912","snRNA","snRNA",FALSE
"18090","Gm24105","ENSMUSG00000092674","misc_RNA","misc_RNA",FALSE
"18091","Gm2411","ENSMUSG00000118415","protein_coding","protein_coding",FALSE
"18092","Gm24116","ENSMUSG00000077163","snRNA","snRNA",FALSE
"18093","Gm24117","ENSMUSG00000077161","snoRNA","snoRNA",FALSE
"18094","Gm24118","ENSMUSG00000077160","snoRNA","snoRNA",FALSE
"18095","Gm24119","ENSMUSG00000077167","snoRNA","snoRNA",FALSE
"18096","Gm2412","ENSMUSG00000112186","processed_pseudogene","processed_pseudogene",FALSE
"18097","Gm24120","ENSMUSG00000077166","snoRNA","snoRNA",FALSE
"18098","Gm24121","ENSMUSG00000075983","snRNA","snRNA",FALSE
"18099","Gm24122","ENSMUSG00000077295","snoRNA","snoRNA",FALSE
"18100","Gm24123","ENSMUSG00000077294","snoRNA","snoRNA",FALSE
"18101","Gm24124","ENSMUSG00000077291","snoRNA","snoRNA",FALSE
"18102","Gm24125","ENSMUSG00000077293","snoRNA","snoRNA",FALSE
"18103","Gm24126","ENSMUSG00000077299","snRNA","snRNA",FALSE
"18104","Gm24127","ENSMUSG00000077298","snoRNA","snoRNA",FALSE
"18105","Gm24128","ENSMUSG00000089168","snRNA","snRNA",FALSE
"18106","Gm24129","ENSMUSG00000089162","snRNA","snRNA",FALSE
"18107","Gm24130","ENSMUSG00000089161","snoRNA","snoRNA",FALSE
"18108","Gm24131","ENSMUSG00000089164","snRNA","snRNA",FALSE
"18109","Gm24134","ENSMUSG00000065295","snoRNA","snoRNA",FALSE
"18110","Gm24138","ENSMUSG00000088197","snoRNA","snoRNA",FALSE
"18111","Gm24141","ENSMUSG00000084725","snRNA","snRNA",FALSE
"18112","Gm24143","ENSMUSG00000064567","snoRNA","snoRNA",FALSE
"18113","Gm24144","ENSMUSG00000064566","snRNA","snRNA",FALSE
"18114","Gm24145","ENSMUSG00000064565","snRNA","snRNA",FALSE
"18115","Gm24147","ENSMUSG00000064697","snoRNA","snoRNA",FALSE
"18116","Gm2415","ENSMUSG00000086119","lncRNA","lncRNA",FALSE
"18117","Gm24150","ENSMUSG00000064693","snRNA","snRNA",FALSE
"18118","Gm24151","ENSMUSG00000064692","snoRNA","snoRNA",FALSE
"18119","Gm24152","ENSMUSG00000064698","snRNA","snRNA",FALSE
"18120","Gm24154","ENSMUSG00000093002","snoRNA","snoRNA",FALSE
"18121","Gm24160","ENSMUSG00000077782","snoRNA","snoRNA",FALSE
"18122","Gm24161","ENSMUSG00000077780","snoRNA","snoRNA",FALSE
"18123","Gm24162","ENSMUSG00000070175","snRNA","snRNA",FALSE
"18124","Gm24163","ENSMUSG00000070170","snoRNA","snoRNA",FALSE
"18125","Gm24164","ENSMUSG00000070173","snRNA","snRNA",FALSE
"18126","Gm24165","ENSMUSG00000064652","snoRNA","snoRNA",FALSE
"18127","Gm24166","ENSMUSG00000064658","snoRNA","snoRNA",FALSE
"18128","Gm24170","ENSMUSG00000077312","snoRNA","snoRNA",FALSE
"18129","Gm24171","ENSMUSG00000077314","snoRNA","snoRNA",FALSE
"18130","Gm24172","ENSMUSG00000077315","snoRNA","snoRNA",FALSE
"18131","Gm24173","ENSMUSG00000077318","snoRNA","snoRNA",FALSE
"18132","Gm24175","ENSMUSG00000089556","snoRNA","snoRNA",FALSE
"18133","Gm24176","ENSMUSG00000089553","snoRNA","snoRNA",FALSE
"18134","Gm24177","ENSMUSG00000089552","snoRNA","snoRNA",FALSE
"18135","Gm24178","ENSMUSG00000089551","snRNA","snRNA",FALSE
"18136","Gm24179","ENSMUSG00000089550","snoRNA","snoRNA",FALSE
"18137","Gm24183","ENSMUSG00000084521","snoRNA","snoRNA",FALSE
"18138","Gm24185","ENSMUSG00000084527","snRNA","snRNA",FALSE
"18139","Gm24192","ENSMUSG00000088603","snRNA","snRNA",FALSE
"18140","Gm24195","ENSMUSG00000080454","miRNA","miRNA",FALSE
"18141","Gm24198","ENSMUSG00000088437","snRNA","snRNA",FALSE
"18142","Gm2420","ENSMUSG00000082305","transcribed_unprocessed_pseudogene","transcribed_unprocessed_pseudogene",FALSE
"18143","Gm24200","ENSMUSG00000064889","snRNA","snRNA",FALSE
"18144","Gm24201","ENSMUSG00000064880","snoRNA","snoRNA",FALSE
"18145","Gm24202","ENSMUSG00000064882","snRNA","snRNA",FALSE
"18146","Gm24203","ENSMUSG00000064883","misc_RNA","misc_RNA",FALSE
"18147","Gm24204","ENSMUSG00000064884","snRNA","snRNA",FALSE
"18148","Gm24207","ENSMUSG00000064715","snRNA","snRNA",FALSE
"18149","Gm24208","ENSMUSG00000064717","snoRNA","snoRNA",FALSE
"18150","Gm24210","ENSMUSG00000088888","snoRNA","snoRNA",FALSE
"18151","Gm24211","ENSMUSG00000088889","snRNA","snRNA",FALSE
"18152","Gm24212","ENSMUSG00000088883","snoRNA","snoRNA",FALSE
"18153","Gm24216","ENSMUSG00000088884","snoRNA","snoRNA",FALSE
"18154","Gm24221","ENSMUSG00000089458","snoRNA","snoRNA",FALSE
"18155","Gm24223","ENSMUSG00000089452","snRNA","snRNA",FALSE
"18156","Gm24228","ENSMUSG00000089454","snoRNA","snoRNA",FALSE
"18157","Gm24229","ENSMUSG00000089455","snoRNA","snoRNA",FALSE
"18158","Gm2423","ENSMUSG00000061724","processed_pseudogene","processed_pseudogene",FALSE
"18159","Gm24230","ENSMUSG00000077501","snoRNA","snoRNA",FALSE
"18160","Gm24231","ENSMUSG00000077503","snoRNA","snoRNA",FALSE
"18161","Gm24232","ENSMUSG00000077502","snoRNA","snoRNA",FALSE
"18162","Gm24233","ENSMUSG00000077505","snoRNA","snoRNA",FALSE
"18163","Gm24234","ENSMUSG00000077504","snRNA","snRNA",FALSE
"18164","Gm24235","ENSMUSG00000077507","snoRNA","snoRNA",FALSE
"18165","Gm24236","ENSMUSG00000088419","snoRNA","snoRNA",FALSE
"18166","Gm2424","ENSMUSG00000117453","processed_pseudogene","processed_pseudogene",FALSE
"18167","Gm24240","ENSMUSG00000088410","snoRNA","snoRNA",FALSE
"18168","Gm24241","ENSMUSG00000088412","snoRNA","snoRNA",FALSE
"18169","Gm24244","ENSMUSG00000087942","snoRNA","snoRNA",FALSE
"18170","Gm24246","ENSMUSG00000087940","snoRNA","snoRNA",FALSE
"18171","Gm24249","ENSMUSG00000087947","snRNA","snRNA",FALSE
"18172","Gm24251","ENSMUSG00000087949","snRNA","snRNA",FALSE
"18173","Gm24252","ENSMUSG00000065634","snoRNA","snoRNA",FALSE
"18174","Gm24253","ENSMUSG00000065635","snoRNA","snoRNA",FALSE
"18175","Gm24254","ENSMUSG00000065636","snRNA","snRNA",FALSE
"18176","Gm24255","ENSMUSG00000077669","snoRNA","snoRNA",FALSE
"18177","Gm24256","ENSMUSG00000065630","snRNA","snRNA",FALSE
"18178","Gm24257","ENSMUSG00000077660","snoRNA","snoRNA",FALSE
"18179","Gm24258","ENSMUSG00000065673","snoRNA","snoRNA",FALSE
"18180","Gm24259","ENSMUSG00000065674","snRNA","snRNA",FALSE
"18181","Gm24261","ENSMUSG00000065678","snRNA","snRNA",FALSE
"18182","Gm2427","ENSMUSG00000101751","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"18183","Gm24274","ENSMUSG00000080437","snRNA","snRNA",FALSE
"18184","Gm24278","ENSMUSG00000077427","snoRNA","snoRNA",FALSE
"18185","Gm24279","ENSMUSG00000077424","snoRNA","snoRNA",FALSE
"18186","Gm24280","ENSMUSG00000077425","snoRNA","snoRNA",FALSE
"18187","Gm24281","ENSMUSG00000077422","snoRNA","snoRNA",FALSE
"18188","Gm24285","ENSMUSG00000088253","snRNA","snRNA",FALSE
"18189","Gm24286","ENSMUSG00000088257","snoRNA","snoRNA",FALSE
"18190","Gm24288","ENSMUSG00000088255","snoRNA","snoRNA",FALSE
"18191","Gm24289","ENSMUSG00000088254","scaRNA","scaRNA",FALSE
"18192","Gm2429","ENSMUSG00000104177","processed_pseudogene","processed_pseudogene",FALSE
"18193","Gm24291","ENSMUSG00000088258","snRNA","snRNA",FALSE
"18194","Gm24292","ENSMUSG00000064822","snRNA","snRNA",FALSE
"18195","Gm24295","ENSMUSG00000088923","snoRNA","snoRNA",FALSE
"18196","Gm24296","ENSMUSG00000088922","snRNA","snRNA",FALSE
"18197","Gm24298","ENSMUSG00000088924","snoRNA","snoRNA",FALSE
"18198","Gm24299","ENSMUSG00000088929","snoRNA","snoRNA",FALSE
"18199","Gm2431","ENSMUSG00000090455","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"18200","Gm24313","ENSMUSG00000064495","snoRNA","snoRNA",FALSE
"18201","Gm24317","ENSMUSG00000096738","snRNA","snRNA",FALSE
"18202","Gm24318","ENSMUSG00000077678","snoRNA","snoRNA",FALSE
"18203","Gm24326","ENSMUSG00000077344","snoRNA","snoRNA",FALSE
"18204","Gm24334","ENSMUSG00000077398","snoRNA","snoRNA",FALSE
"18205","Gm24335","ENSMUSG00000077399","snoRNA","snoRNA",FALSE
"18206","Gm24336","ENSMUSG00000077391","snoRNA","snoRNA",FALSE
"18207","Gm24337","ENSMUSG00000077392","snoRNA","snoRNA",FALSE
"18208","Gm24338","ENSMUSG00000077393","snoRNA","snoRNA",FALSE
"18209","Gm24339","ENSMUSG00000077394","snoRNA","snoRNA",FALSE
"18210","Gm24340","ENSMUSG00000077396","snRNA","snRNA",FALSE
"18211","Gm24341","ENSMUSG00000077397","snoRNA","snoRNA",FALSE
"18212","Gm24343","ENSMUSG00000089333","snoRNA","snoRNA",FALSE
"18213","Gm24345","ENSMUSG00000089331","snoRNA","snoRNA",FALSE
"18214","Gm24347","ENSMUSG00000089336","snoRNA","snoRNA",FALSE
"18215","Gm24348","ENSMUSG00000089335","snoRNA","snoRNA",FALSE
"18216","Gm24349","ENSMUSG00000089334","snoRNA","snoRNA",FALSE
"18217","Gm24352","ENSMUSG00000089591","snoRNA","snoRNA",FALSE
"18218","Gm24355","ENSMUSG00000064792","snoRNA","snoRNA",FALSE
"18219","Gm24356","ENSMUSG00000064793","snRNA","snRNA",FALSE
"18220","Gm24357","ENSMUSG00000064797","snoRNA","snoRNA",FALSE
"18221","Gm2436","ENSMUSG00000112022","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"18222","Gm24362","ENSMUSG00000097995","lncRNA","lncRNA",FALSE
"18223","Gm24373","ENSMUSG00000077581","snoRNA","snoRNA",FALSE
"18224","Gm24374","ENSMUSG00000077582","snRNA","snRNA",FALSE
"18225","Gm24375","ENSMUSG00000077585","snoRNA","snoRNA",FALSE
"18226","Gm24376","ENSMUSG00000077587","snoRNA","snoRNA",FALSE
"18227","Gm24377","ENSMUSG00000077586","snoRNA","snoRNA",FALSE
"18228","Gm24378","ENSMUSG00000084648","snRNA","snRNA",FALSE
"18229","Gm24379","ENSMUSG00000084644","misc_RNA","misc_RNA",FALSE
"18230","Gm24381","ENSMUSG00000084646","snRNA","snRNA",FALSE
"18231","Gm24382","ENSMUSG00000084647","snRNA","snRNA",FALSE
"18232","Gm24392","ENSMUSG00000088761","snRNA","snRNA",FALSE
"18233","Gm24393","ENSMUSG00000088760","snRNA","snRNA",FALSE
"18234","Gm24394","ENSMUSG00000088766","snoRNA","snoRNA",FALSE
"18235","Gm24395","ENSMUSG00000088764","snoRNA","snoRNA",FALSE
"18236","Gm24398","ENSMUSG00000088495","snoRNA","snoRNA",FALSE
"18237","Gm24399","ENSMUSG00000088494","snRNA","snRNA",FALSE
"18238","Gm24400","ENSMUSG00000088490","snRNA","snRNA",FALSE
"18239","Gm24401","ENSMUSG00000088493","snoRNA","snoRNA",FALSE
"18240","Gm24403","ENSMUSG00000077804","snoRNA","snoRNA",FALSE
"18241","Gm24405","ENSMUSG00000064967","snRNA","snRNA",FALSE
"18242","Gm24409","ENSMUSG00000088506","snRNA","snRNA",FALSE
"18243","Gm24411","ENSMUSG00000065362","snoRNA","snoRNA",FALSE
"18244","Gm24412","ENSMUSG00000065360","snoRNA","snoRNA",FALSE
"18245","Gm24422","ENSMUSG00000088425","snoRNA","snoRNA",FALSE
"18246","Gm24423","ENSMUSG00000075934","snRNA","snRNA",FALSE
"18247","Gm24429","ENSMUSG00000077264","snoRNA","snoRNA",FALSE
"18248","Gm24430","ENSMUSG00000077265","snRNA","snRNA",FALSE
"18249","Gm24432","ENSMUSG00000077263","snoRNA","snoRNA",FALSE
"18250","Gm24433","ENSMUSG00000077268","snoRNA","snoRNA",FALSE
"18251","Gm24434","ENSMUSG00000077269","snoRNA","snoRNA",FALSE
"18252","Gm24435","ENSMUSG00000088511","snRNA","snRNA",FALSE
"18253","Gm24437","ENSMUSG00000088517","snRNA","snRNA",FALSE
"18254","Gm24440","ENSMUSG00000087861","snRNA","snRNA",FALSE
"18255","Gm24443","ENSMUSG00000087867","snoRNA","snoRNA",FALSE
"18256","Gm24446","ENSMUSG00000065916","snRNA","snRNA",FALSE
"18257","Gm24449","ENSMUSG00000065919","snRNA","snRNA",FALSE
"18258","Gm2445","ENSMUSG00000098113","processed_pseudogene","processed_pseudogene",FALSE
"18259","Gm24451","ENSMUSG00000065287","snoRNA","snoRNA",FALSE
"18260","Gm24452","ENSMUSG00000065281","snoRNA","snoRNA",FALSE
"18261","Gm24453","ENSMUSG00000065280","snoRNA","snoRNA",FALSE
"18262","Gm24454","ENSMUSG00000065283","snoRNA","snoRNA",FALSE
"18263","Gm24455","ENSMUSG00000065282","snoRNA","snoRNA",FALSE
"18264","Gm24457","ENSMUSG00000065130","snRNA","snRNA",FALSE
"18265","Gm24459","ENSMUSG00000064664","snRNA","snRNA",FALSE
"18266","Gm2446","ENSMUSG00000112690","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"18267","Gm24460","ENSMUSG00000064665","snoRNA","snoRNA",FALSE
"18268","Gm24461","ENSMUSG00000064669","snRNA","snRNA",FALSE
"18269","Gm24467","ENSMUSG00000088512","snoRNA","snoRNA",FALSE
"18270","Gm24468","ENSMUSG00000077677","snRNA","snRNA",FALSE
"18271","Gm24469","ENSMUSG00000077675","snoRNA","snoRNA",FALSE
"18272","Gm2447","ENSMUSG00000102785","lncRNA","lncRNA",FALSE
"18273","Gm24470","ENSMUSG00000077674","snoRNA","snoRNA",FALSE
"18274","Gm24471","ENSMUSG00000077673","snoRNA","snoRNA",FALSE
"18275","Gm24472","ENSMUSG00000077672","snoRNA","snoRNA",FALSE
"18276","Gm24473","ENSMUSG00000077671","snoRNA","snoRNA",FALSE
"18277","Gm24474","ENSMUSG00000114005","lncRNA","lncRNA",FALSE
"18278","Gm24475","ENSMUSG00000088060","snoRNA","snoRNA",FALSE
"18279","Gm2448","ENSMUSG00000108913","processed_pseudogene","processed_pseudogene",FALSE
"18280","Gm24481","ENSMUSG00000087835","snRNA","snRNA",FALSE
"18281","Gm2449","ENSMUSG00000097223","lncRNA","lncRNA",FALSE
"18282","Gm24490","ENSMUSG00000065737","snRNA","snRNA",FALSE
"18283","Gm24491","ENSMUSG00000065733","snRNA","snRNA",FALSE
"18284","Gm24492","ENSMUSG00000065732","snRNA","snRNA",FALSE
"18285","Gm24494","ENSMUSG00000065738","snoRNA","snoRNA",FALSE
"18286","Gm24499","ENSMUSG00000089071","snRNA","snRNA",FALSE
"18287","Gm24502","ENSMUSG00000089078","snRNA","snRNA",FALSE
"18288","Gm24503","ENSMUSG00000089079","snoRNA","snoRNA",FALSE
"18289","Gm24504","ENSMUSG00000088304","snRNA","snRNA",FALSE
"18290","Gm24505","ENSMUSG00000088307","snoRNA","snoRNA",FALSE
"18291","Gm24507","ENSMUSG00000088308","snoRNA","snoRNA",FALSE
"18292","Gm2451","ENSMUSG00000106574","processed_pseudogene","processed_pseudogene",FALSE
"18293","Gm24512","ENSMUSG00000092704","snRNA","snRNA",FALSE
"18294","Gm24514","ENSMUSG00000092702","misc_RNA","misc_RNA",FALSE
"18295","Gm24521","ENSMUSG00000065892","snRNA","snRNA",FALSE
"18296","Gm24522","ENSMUSG00000065898","snRNA","snRNA",FALSE
"18297","Gm24523","ENSMUSG00000065899","snoRNA","snoRNA",FALSE
"18298","Gm24524","ENSMUSG00000064859","snRNA","snRNA",FALSE
"18299","Gm24525","ENSMUSG00000064851","snRNA","snRNA",FALSE
"18300","Gm24526","ENSMUSG00000064855","snRNA","snRNA",FALSE
"18301","Gm24527","ENSMUSG00000064854","snRNA","snRNA",FALSE
"18302","Gm2453","ENSMUSG00000102909","lncRNA","lncRNA",FALSE
"18303","Gm24533","ENSMUSG00000065072","snoRNA","snoRNA",FALSE
"18304","Gm24535","ENSMUSG00000065074","snRNA","snRNA",FALSE
"18305","Gm24536","ENSMUSG00000065078","snRNA","snRNA",FALSE
"18306","Gm24537","ENSMUSG00000088575","snRNA","snRNA",FALSE
"18307","Gm24546","ENSMUSG00000089277","snRNA","snRNA",FALSE
"18308","Gm24547","ENSMUSG00000089274","snRNA","snRNA",FALSE
"18309","Gm24548","ENSMUSG00000089275","snoRNA","snoRNA",FALSE
"18310","Gm24549","ENSMUSG00000089272","snoRNA","snoRNA",FALSE
"18311","Gm24552","ENSMUSG00000089271","snRNA","snRNA",FALSE
"18312","Gm24553","ENSMUSG00000089278","snoRNA","snoRNA",FALSE
"18313","Gm24554","ENSMUSG00000089279","snoRNA","snoRNA",FALSE
"18314","Gm24555","ENSMUSG00000077736","snoRNA","snoRNA",FALSE
"18315","Gm24556","ENSMUSG00000077735","snoRNA","snoRNA",FALSE
"18316","Gm24564","ENSMUSG00000064452","snoRNA","snoRNA",FALSE
"18317","Gm2457","ENSMUSG00000094162","unprocessed_pseudogene","unprocessed_pseudogene",FALSE
"18318","Gm24572","ENSMUSG00000093246","miRNA","miRNA",FALSE
"18319","Gm24574","ENSMUSG00000093242","miRNA","miRNA",FALSE
"18320","Gm24576","ENSMUSG00000093249","misc_RNA","misc_RNA",FALSE
"18321","Gm24577","ENSMUSG00000089205","snRNA","snRNA",FALSE
"18322","Gm24578","ENSMUSG00000077158","snoRNA","snoRNA",FALSE
"18323","Gm24579","ENSMUSG00000077152","snoRNA","snoRNA",FALSE
"18324","Gm24580","ENSMUSG00000077153","snoRNA","snoRNA",FALSE
"18325","Gm24581","ENSMUSG00000077150","snoRNA","snoRNA",FALSE
"18326","Gm24582","ENSMUSG00000077155","snRNA","snRNA",FALSE
"18327","Gm24592","ENSMUSG00000084454","snRNA","snRNA",FALSE
"18328","Gm24593","ENSMUSG00000084456","snRNA","snRNA",FALSE
"18329","Gm24595","ENSMUSG00000084450","snoRNA","snoRNA",FALSE
"18330","Gm24596","ENSMUSG00000084453","snRNA","snRNA",FALSE
"18331","Gm24598","ENSMUSG00000084459","snoRNA","snoRNA",FALSE
"18332","Gm24607","ENSMUSG00000077561","snoRNA","snoRNA",FALSE
"18333","Gm24608","ENSMUSG00000077569","snoRNA","snoRNA",FALSE
"18334","Gm24610","ENSMUSG00000065204","snoRNA","snoRNA",FALSE
"18335","Gm24613","ENSMUSG00000065200","snoRNA","snoRNA",FALSE
"18336","Gm24614","ENSMUSG00000065203","snRNA","snRNA",FALSE
"18337","Gm24615","ENSMUSG00000065202","snoRNA","snoRNA",FALSE
"18338","Gm24616","ENSMUSG00000065208","snoRNA","snoRNA",FALSE
"18339","Gm24620","ENSMUSG00000064558","snoRNA","snoRNA",FALSE
"18340","Gm24621","ENSMUSG00000064613","snRNA","snRNA",FALSE
"18341","Gm24622","ENSMUSG00000064553","snRNA","snRNA",FALSE
"18342","Gm24623","ENSMUSG00000064550","snRNA","snRNA",FALSE
"18343","Gm24624","ENSMUSG00000064551","snRNA","snRNA",FALSE
"18344","Gm24625","ENSMUSG00000064556","snoRNA","snoRNA",FALSE
"18345","Gm24626","ENSMUSG00000064555","snRNA","snRNA",FALSE
"18346","Gm24627","ENSMUSG00000084713","miRNA","miRNA",FALSE
"18347","Gm24629","ENSMUSG00000084711","misc_RNA","misc_RNA",FALSE
"18348","Gm24630","ENSMUSG00000084717","snRNA","snRNA",FALSE
"18349","Gm24631","ENSMUSG00000084714","snRNA","snRNA",FALSE
"18350","Gm24635","ENSMUSG00000084661","snRNA","snRNA",FALSE
"18351","Gm24637","ENSMUSG00000089299","snoRNA","snoRNA",FALSE
"18352","Gm2464","ENSMUSG00000102215","lncRNA","lncRNA",FALSE
"18353","Gm24644","ENSMUSG00000087739","scaRNA","scaRNA",FALSE
"18354","Gm24646","ENSMUSG00000087734","snRNA","snRNA",FALSE
"18355","Gm24648","ENSMUSG00000087736","snoRNA","snoRNA",FALSE
